ref_area.label,time,obs_value,classif2.label,sex.label,classif1.label,,
Congo  Democratic Republic of the,2012,77.55,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Costa Rica,2019,929.38,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Costa Rica,2019,3408.19,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Costa Rica,2019,2172.29,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Costa Rica,2019,1231.7,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Costa Rica,2019,855.73,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Costa Rica,2019,631.02,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Costa Rica,2019,595.94,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Costa Rica,2019,721.45,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Costa Rica,2019,689.88,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Costa Rica,2019,439.12,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Cote dIvoire,2017,190.07,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Cote dIvoire,2017,640.8,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Cote dIvoire,2017,465.48,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Cote dIvoire,2017,325.6,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Cote dIvoire,2017,236.71,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Cote dIvoire,2017,114.17,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Cote dIvoire,2017,95.63,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Cote dIvoire,2017,121.9,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Cote dIvoire,2017,140.65,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Cote dIvoire,2017,75.93,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Croatia,2014,1404.45,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Croatia,2014,3215.29,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Croatia,2014,1938.01,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Croatia,2014,1638.96,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Croatia,2014,1329.99,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Croatia,2014,1032.85,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Croatia,2014,915.6,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Croatia,2014,1060.34,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Croatia,2014,1064.86,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Croatia,2014,833.66,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Curaçao,2018,2582.17,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Curaçao,2018,2153.29,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Curaçao,2018,1779.42,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Curaçao,2018,1281.39,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Curaçao,2018,1164.79,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Curaçao,2018,849.01,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Curaçao,2018,1178.67,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Curaçao,2018,1225.98,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Curaçao,2018,712.6,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Cyprus,2014,2444.44,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Cyprus,2014,5886.59,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Cyprus,2014,3529.83,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Cyprus,2014,3034.3,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Cyprus,2014,1983.45,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Cyprus,2014,1574.27,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Cyprus,2014,1622.1,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Cyprus,2014,1982.12,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Cyprus,2014,1970.17,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Cyprus,2014,1437.44,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Czechia,2018,1550.12,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Czechia,2018,3177.37,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Czechia,2018,2180.5,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Czechia,2018,1699.87,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Czechia,2018,1279.02,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Czechia,2018,1061.62,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Czechia,2018,1064.48,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Czechia,2018,1322.74,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Czechia,2018,1290.25,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Czechia,2018,913.07,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Denmark,2014,5570.46,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Denmark,2014,10023.4,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Denmark,2014,6663.56,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Denmark,2014,6374.74,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Denmark,2014,5010.27,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Denmark,2014,3985.77,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Denmark,2014,4600.47,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Denmark,2014,5392.28,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Denmark,2014,5323.86,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Denmark,2014,4135.44,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Dominican Republic,2019,317.05,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Dominican Republic,2019,746.8,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Dominican Republic,2019,447.87,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Dominican Republic,2019,444.84,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Dominican Republic,2019,285.69,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Dominican Republic,2019,332.84,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Dominican Republic,2019,327.75,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Dominican Republic,2019,276.76,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Dominican Republic,2019,357.19,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Dominican Republic,2019,225.13,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Egypt,2018,126.86,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Egypt,2018,177.32,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Egypt,2018,132.3,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Egypt,2018,132.97,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Egypt,2018,128.41,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Egypt,2018,111.81,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Egypt,2018,125.57,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Egypt,2018,133.35,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Egypt,2018,126.63,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Egypt,2018,100.82,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
El Salvador,2019,347.29,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
El Salvador,2019,750.42,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
El Salvador,2019,652.21,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
El Salvador,2019,510.52,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
El Salvador,2019,413.38,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
El Salvador,2019,300.23,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
El Salvador,2019,285.85,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
El Salvador,2019,322.03,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
El Salvador,2019,363.4,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
El Salvador,2019,221.53,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Estonia,2014,1416.18,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Estonia,2014,2601.2,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Estonia,2014,1785.51,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Estonia,2014,1631.4,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Estonia,2014,1204.95,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Estonia,2014,883.45,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Estonia,2014,1060.14,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Estonia,2014,1393.6,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Estonia,2014,1263.4,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Estonia,2014,855.55,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Eswatini,2016,310.91,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Eswatini,2016,721.85,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Eswatini,2016,527.41,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Eswatini,2016,442.81,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Eswatini,2016,428.62,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Eswatini,2016,329.92,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Eswatini,2016,161.12,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Eswatini,2016,198.44,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Eswatini,2016,247.37,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Eswatini,2016,144.64,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Ethiopia,2013,72.44,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Ethiopia,2013,151.29,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Ethiopia,2013,111.18,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Ethiopia,2013,96.89,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Ethiopia,2013,87.82,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Ethiopia,2013,40.56,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Ethiopia,2013,41.69,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Ethiopia,2013,67.91,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Ethiopia,2013,88.15,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Ethiopia,2013,36.42,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Fiji,2016,533.61,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Fiji,2016,1099.94,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Fiji,2016,884.85,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Fiji,2016,693.52,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Fiji,2016,543.49,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Fiji,2016,406.73,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Fiji,2016,326.45,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Fiji,2016,395.11,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Fiji,2016,475.05,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Fiji,2016,295.67,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Finland,2019,3518.51,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Finland,2019,7210.54,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Finland,2019,4678.28,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Finland,2019,3646.13,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Finland,2019,2877.05,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Finland,2019,2468.44,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Finland,2019,2504.26,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Finland,2019,3191.62,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Finland,2019,3245.36,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Finland,2019,2139.32,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
France,2014,3686.59,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
France,2014,7027.77,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
France,2014,4817.14,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
France,2014,3674.63,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
France,2014,2833.69,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
France,2014,2659.66,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
France,2014,2444.44,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
France,2014,2853.62,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
France,2014,2928.02,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
France,2014,2348.79,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Gambia,2012,161.94,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Gambia,2012,273.8,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Gambia,2012,146.43,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Gambia,2012,157.58,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Gambia,2012,105.46,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Gambia,2012,175.19,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Gambia,2012,206.92,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Gambia,2012,316.73,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Gambia,2012,86.41,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Gambia,2012,55.18,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Germany,2014,4045.28,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Germany,2014,9909.29,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Germany,2014,6131.03,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Germany,2014,4508.93,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Germany,2014,3763.64,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Germany,2014,2706.16,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Germany,2014,2904.1,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Germany,2014,3693.23,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Germany,2014,3370.41,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Germany,2014,2330.19,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Ghana,2015,241.02,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Ghana,2015,373.88,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Ghana,2015,276.24,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Ghana,2015,310.83,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Ghana,2015,303.24,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Ghana,2015,131.86,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Ghana,2015,141.88,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Ghana,2015,289.63,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Ghana,2015,193.3,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Ghana,2015,137.09,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Greece,2018,1047.15,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Greece,2018,1845.12,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Greece,2018,1303.18,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Greece,2018,1206.46,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Greece,2018,1030.26,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Greece,2018,859.5,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Greece,2018,783.92,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Greece,2018,930.59,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Greece,2018,991.18,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Greece,2018,754.39,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Guatemala,2018,346.32,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Guatemala,2018,1254,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Guatemala,2018,699.81,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Guatemala,2018,641.16,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Guatemala,2018,525.46,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Guatemala,2018,370.25,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Guatemala,2018,152.81,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Guatemala,2018,310.27,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Guatemala,2018,455.77,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Guatemala,2018,216.38,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Guyana,2018,460.04,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Guyana,2018,3401.54,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Guyana,2018,482.89,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Guyana,2018,466.74,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Guyana,2018,415,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Guyana,2018,302.76,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Guyana,2018,300.43,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Guyana,2018,408.44,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Guyana,2018,473.27,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Guyana,2018,286.21,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Honduras,2019,299.43,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Honduras,2019,732.5,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Honduras,2019,638.92,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Honduras,2019,425.55,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Honduras,2019,434.17,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Honduras,2019,280.92,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Honduras,2019,149.79,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Honduras,2019,274.39,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Honduras,2019,334.93,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Honduras,2019,142.63,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Hungary,2015,931.57,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Hungary,2015,2061.04,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
Hungary,2015,1367.38,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 2. Professionals,,
Hungary,2015,966.1,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 3. Technicians and associate professionals,,
Hungary,2015,787.59,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 4. Clerical support workers,,
Hungary,2015,600.25,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 5. Service and sales workers,,
Hungary,2015,541.15,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 6. Skilled agricultural  forestry and fishery workers,,
Hungary,2015,773.4,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 7. Craft and related trades workers,,
Hungary,2015,785.28,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 8. Plant and machine operators  and assemblers,,
Hungary,2015,434.04,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 9. Elementary occupations,,
Iceland,2018,6694.36,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): Total,,
Iceland,2018,10923.34,Currency: U.S. dollars,Sex: Total,Occupation (ISCO-08): 1. Managers,,
